,Ret_1,Ret_5,Ret_21,Ret_63,Ret_126,Ret_252,Ret21_Z,SMA20_Ratio,SMA50_Ratio,SMA200_Ratio,SMA50_200_Ratio,MACD_Ratio,MACD_Hist_Ratio,RSI,Stoch_K,BB_PctB,High252_Dist,Low252_Dist,Volatility,Vol_60,Vol_Ratio,ATR_Ratio,Volume_Ratio,Mkt_Ret_21,Mkt_Ret_63,Mkt_SMA200_Ratio,Mkt_Vol_20,Rel_Ret_21,Rel_Ret_63,nifty_return_1,nifty_return_5,nifty_return_20,nifty_volatility_20,nifty_momentum,nifty_sma_ratio,nifty_sma200_ratio,nifty_trend_direction,sector_return_1,sector_return_5,sector_return_20,sector_momentum,sector_volatility,sector_sma_ratio,india_vix,india_vix_change,india_vix_return,india_vix_volatility,usdinr_return_1,usdinr_return_5,usdinr_return_20,usdinr_volatility,stock_vs_nifty_return,stock_vs_sector_return,stock_nifty_relative_strength,stock_sector_relative_strength,daily_RSI,daily_volatility,daily_return,daily_volume_change,daily_price_vs_EMA,daily_MACD_norm,daily_MACD_signal_norm,daily_MACD_hist_norm,daily_ATR_pct,daily_EMA_fast_vs_slow,daily_momentum,daily_momentum_z,daily_trend_direction,daily_rsi_regime
SMA50_200_Ratio,0.012470031608967178,0.03746656762039524,0.14989895342658902,0.5856417413560459,0.8949685550632496,0.7832084344734518,0.14381872074624902,0.0956964298506835,0.2793345278279758,0.8845507301102812,1.0,0.29986820545340326,-0.1551934437567135,0.20188795182591843,0.07541043288190849,0.07929324110738575,0.6550088766155395,0.7671311753423423,0.054840670503407976,0.05663262936266717,0.02751304716701738,0.04957348356676614,-0.07605546776494478,0.026755660503561512,0.2518133018383654,0.46444519851257543,-0.09803356940503197,0.1534107610537346,0.5439445518737185,-0.0032341215590693927,-0.0018117588100400575,0.024006991265855347,-0.09762597338088894,0.040881601363920425,0.09422927845855072,0.4646960693917137,0.3076118021309862,0.01742990083490519,0.027106068241256845,0.09129395255940867,0.09541296312691075,-0.047040085288934996,0.18168236962840975,-0.13623210839703973,0.02602678951235115,0.022065993263564277,0.08462961991427187,-0.009755406970339274,-0.018448946869504542,-0.05154626891239492,-0.30427669128258766,0.014602261058605811,0.0005434622905379798,0.14522024247188278,0.09032095814441347,0.20188795182591843,0.054840670503407976,0.012470031608967178,-0.027462119772235553,0.1477824936592156,0.29986820545340326,0.3674572885829366,-0.1551934437567135,0.04957348356676614,0.5714925011464671,0.03746656762039524,0.03877176802034132,0.3413052720302721,0.1822673668491454
MACD_Ratio,0.06502145803494085,0.3200674660234711,0.8751974698914905,0.739471942741956,0.5196188013003276,0.35861265690067057,0.8533567689286734,0.7189498851128525,0.9616847432771066,0.655677766388199,0.29986820545340326,1.0,0.2967417370099628,0.8463693333777057,0.5228711456901202,0.6349538523162902,0.5984866949422308,0.5109552732832866,0.03937473638242134,0.040997045578942,-0.006043524133769632,-0.027972320962508204,0.12508960777624692,0.42912781427853597,0.38172179144907203,0.34219353310318634,-0.16785469145661638,0.7622505955622532,0.6492753803813452,0.04319745064311621,0.16171960827413553,0.42128200281216444,-0.16844348562192277,0.4221107561055407,0.4808321765390217,0.3425781595855771,0.3324162949387912,0.05292429884399717,0.20935716784861308,0.5380682547565956,0.5298021512316955,-0.14571412597383984,0.5965043193374524,-0.07525489168199397,0.016790799346029825,0.017237807165723318,-0.17570191343496672,-0.03599243889298077,-0.10398388931617633,-0.22288002644908572,-0.12426304275581156,0.0493873219291955,0.03025871226828675,0.7500935254298632,0.5715270338660181,0.8463693333777057,0.03937473638242134,0.06502145803494085,-0.029441725864839303,0.7750970811212421,1.0,0.9502464592994639,0.2967417370099628,-0.027972320962508204,0.8766686970863058,0.3200674660234711,0.3308634801312579,0.829520723712094,0.7544686534459866
MACD_Hist_Ratio,0.15702424115898356,0.6395565151694035,0.49058067334150307,0.003974107095793203,-0.010685019082680273,-0.010897884519314662,0.49700586775100775,0.7874515181921395,0.3392796727354911,0.04213568894019169,-0.1551934437567135,0.2967417370099628,1.0,0.5918341885100225,0.7462243547188482,0.759130181848487,0.12073501029955902,0.040190798880797705,0.04623838521982566,0.030341828241220475,0.025717713028463398,-0.06790450477609693,0.2163127375820348,0.24392350254051612,-0.019160370713383723,0.015729801761929153,0.022300725417588443,0.4337721545026354,0.01546947157867438,0.07944353441309326,0.316078300704008,0.2595795095660743,0.02197120849258188,0.23764942096259273,0.16461692591667748,0.015364866057790784,0.05833095709000927,0.10146751265594141,0.3829748828306946,0.3144793162033812,0.31030793636607457,0.005821610951065506,0.19824848717442017,-0.033558795712290465,-0.034416319824717316,-0.0314930608344281,-0.06887709293402625,-0.05731624120188044,-0.13766190456174174,-0.10070401034688449,0.03822305549133357,0.13064112575002151,0.10115369895891807,0.46150458423894997,0.37424425845323867,0.5918341885100225,0.04623838521982566,0.15702424115898356,0.09266102309538002,0.6794119101704311,0.2967417370099628,0.03135412236085298,1.0,-0.06790450477609693,-0.030707554615844818,0.6395565151694035,0.6373138341826626,0.320664804833217,0.5419741145323852
RSI,0.32636274804188037,0.6684836861962745,0.8656936983650998,0.6176253885544859,0.4324524675845509,0.3032946856293359,0.8872472542898504,0.928625013886738,0.9128458079403781,0.5647318531775095,0.20188795182591843,0.8463693333777057,0.5918341885100225,1.0,0.8436118654227779,0.9157198836550848,0.5852386478655139,0.4286047858690837,-0.004109105845261973,-0.005104743811812079,-0.01077523557214021,-0.11239726802228538,0.1789244121308563,0.42899087399125313,0.3096105268149991,0.2935851305919177,-0.14138285910586004,0.7519249205199816,0.5479597565005992,0.15886919041424064,0.3289383656595595,0.4274341638500694,-0.14191018850051376,0.4294735105429184,0.459609296608183,0.2938061619392224,0.30404243831779704,0.196455996470713,0.4076790097575193,0.536550082583019,0.5408862255401093,-0.13626144288921635,0.560850013344047,-0.10812750985395377,-0.04788901328469392,-0.04810284466634454,-0.16906175853348102,-0.055375480284892864,-0.12856756325938382,-0.19250297858500773,-0.0956593535803863,0.2734821572960418,0.21426425364065885,0.7522053812159009,0.5788787359290546,1.0,-0.004109105845261973,0.32636274804188037,0.0676009081219216,0.965514783016682,0.8463693333777057,0.6999807850545803,0.5918341885100225,-0.11239726802228538,0.6590961039292823,0.6684836861962745,0.6939106471962876,0.8466640901283967,0.8979973648098554
Stoch_K,0.44064779435439116,0.7628814776139967,0.6269338072234346,0.35212623921518627,0.2516378176044359,0.18463709054888147,0.6564408162440526,0.8874727280248682,0.6331657617187284,0.34433665238662525,0.07541043288190849,0.5228711456901202,0.7462243547188482,0.8436118654227779,1.0,0.9197188529339821,0.412118807193907,0.26248123701472226,0.005948216423418343,-0.007777530054372892,0.014494634179985786,-0.11993356074245133,0.16746550868364882,0.2885308502343832,0.14663554481049892,0.16161707326611946,-0.0380135117222304,0.5636067796495825,0.33175067516827067,0.20612166323247907,0.3673663474304671,0.2938534136136271,-0.03836542444132005,0.2896818218200484,0.2938970655142579,0.1616364048945393,0.1821225664793258,0.25724857557199987,0.44883105418339536,0.3745981644725669,0.379252382940701,-0.05034985429175724,0.36448429228777474,-0.08443711999055918,-0.08825195651046469,-0.0891242726012228,-0.08651972713202176,-0.05445231000443713,-0.11963482940745934,-0.11077648316407002,-0.04495054482293924,0.3725228300865827,0.29640753530864206,0.5759488503886956,0.45789782821243463,0.8436118654227779,0.005948216423418343,0.44064779435439116,0.11735771820155354,0.8750638593387069,0.5228711456901202,0.32346059248497044,0.7462243547188482,-0.11993356074245133,0.3122812004234853,0.7628814776139967,0.7850265594225387,0.6301795293023918,0.7552416197636175
BB_PctB,0.39725673441337833,0.7650367152786296,0.7455921416213936,0.40902862473611024,0.2794643310096658,0.19490970431139729,0.7698006299122321,0.9480396814907499,0.728441668802389,0.38631490526631657,0.07929324110738575,0.6349538523162902,0.759130181848487,0.9157198836550848,0.9197188529339821,1.0,0.43870153339969803,0.2961564934075708,0.011045160925667465,0.006780406814302619,0.00017116351192525411,-0.11063415535682522,0.2064635367885128,0.3672336040738828,0.1991145465960072,0.2005856266933164,-0.0736314947996574,0.6448164498586257,0.36726966822781754,0.18871016662560222,0.3754594679240363,0.3744630587791334,-0.07404798464840098,0.36850479887946946,0.3666156345374583,0.20067622798919937,0.22443805396802588,0.23515744661911744,0.4585890816243756,0.46487787611075826,0.4677605539555571,-0.08003436365592363,0.4420969501456909,-0.08919953340406767,-0.07264889434774782,-0.07266763582208786,-0.12973397757482924,-0.06013713239959566,-0.1335938238443203,-0.1514784309910605,-0.04870104659252475,0.3339674300720996,0.26415915203752666,0.6605364135617612,0.507528110602707,0.9157198836550848,0.011045160925667465,0.39725673441337833,0.12255920213351135,0.9349381194532702,0.6349538523162902,0.427644455594316,0.759130181848487,-0.11063415535682522,0.3939729655387936,0.7650367152786296,0.7933764539813246,0.7070847035512573,0.8128613036797929
High252_Dist,0.1453456433722693,0.2936669816621837,0.48844360729825875,0.6482674305456005,0.7049916413437747,0.6366730295457977,0.5060784748142151,0.4533408395315452,0.6095435087414312,0.7955177602502922,0.6550088766155395,0.5984866949422308,0.12073501029955902,0.5852386478655139,0.412118807193907,0.43870153339969803,1.0,0.5062277592815144,-0.2654510864298281,-0.3282605913909,0.020147926252379985,-0.32586773680847186,0.0709061126423876,0.18861072281383262,0.2909374669213581,0.4092368265319074,-0.2474593312282976,0.4495203705536785,0.5886112562925806,0.04807636853881276,0.11230182852965165,0.18399140237177616,-0.24755616291592195,0.21424981651240457,0.25921322871665664,0.4098541259210944,0.3577436334385856,0.07917389025271282,0.16784969823991117,0.28580366547070757,0.30488831470702327,-0.24517359448886714,0.36729482338120717,-0.26502183180146854,0.01154074289881812,0.007655531564872178,-0.08288167275155192,-0.02230341390100233,-0.047102203061047856,-0.10293066040234634,-0.27187562854730263,0.13629173911664777,0.10401204849963072,0.4423120964802984,0.33206411315673423,0.5852386478655139,-0.2654510864298281,0.1453456433722693,0.037453175472639155,0.511598239261139,0.5984866949422308,0.5934458933019939,0.12073501029955902,-0.32586773680847186,0.6906670844843573,0.2936669816621837,0.30626953738383417,0.6310254447002415,0.5301902472504081
Low252_Dist,0.08438720220957255,0.19833760572005082,0.39300350386844535,0.62451092401282,0.7622565819464479,0.7919992523692864,0.3735747938289548,0.3382751315073988,0.509064421214187,0.8149824504396779,0.7671311753423423,0.5109552732832866,0.040190798880797705,0.4286047858690837,0.26248123701472226,0.2961564934075708,0.5062277592815144,1.0,0.2633246407807354,0.3265583572529879,-0.023153626395922767,0.24192054235850474,-0.03171327086409552,0.2206252212488554,0.3459935218489699,0.4597484991961936,-0.019714628358190593,0.3300498588303241,0.5347759102816859,0.0534499281189567,0.10658697608471196,0.21568481662864653,-0.019579742400596324,0.20722450664278733,0.2836157628701229,0.4597001108217062,0.3016698158544325,0.0709030334314814,0.14300658745823538,0.27457216042455485,0.26248542780989714,0.04751799057020674,0.360396979174922,0.009230655633054025,-0.009913026544291855,-0.008665174897600629,0.01922462501198487,-0.02534120496955752,-0.06727834029866245,-0.14582570457473726,-0.25062988468735875,0.06317352180918737,0.041596299807820064,0.32104459808430175,0.23204673973851953,0.4286047858690837,0.2633246407807354,0.08438720220957255,-0.02078778570922848,0.39023873722839164,0.5109552732832866,0.531009034333669,0.040190798880797705,0.24192054235850474,0.6463688066427925,0.19833760572005082,0.1961092275893793,0.4936414822376378,0.3874963087975772
Volatility,0.006777162719357448,0.024227935718386395,0.05003020724154353,0.04310557299781121,0.05049722961760416,0.055355440698137644,-0.0011514096229085634,0.04428057135289998,0.04003264202905796,0.042752044163198166,0.054840670503407976,0.03937473638242134,0.04623838521982566,-0.004109105845261973,0.005948216423418343,0.011045160925667465,-0.2654510864298281,0.2633246407807354,1.0,0.784884066998574,0.5216945250223207,0.8585187854683798,0.17414689345454906,-0.06243138389728792,-0.10264125386992551,-0.10723245585344937,0.3558534863258071,0.09892861039266562,0.11194439885913907,0.022984790086294508,0.004555413997618098,-0.056765118431154116,0.35622739870253417,-0.10893634641663293,-0.10342859922900907,-0.10757832633946629,-0.15195103927651546,0.02827421999940104,0.009085179129609617,-0.03269006273472155,-0.07542614132833443,0.4727066483166684,-0.05132041162994687,0.2999633328342984,-0.042971287549071,-0.03702819499316871,0.2107541278015601,0.008103800820311527,0.00022069197762643802,0.04790578271505331,0.1491448488651032,-0.01021436251305715,-0.01320890935688588,0.09747318284309073,0.1018081588712219,-0.004109105845261973,1.0,0.006777162719357448,-0.04651889508864032,0.03733594339593688,0.03937473638242134,0.03374059024765559,0.04623838521982566,0.8585187854683798,0.0365972886892245,0.024227935718386395,0.004282003116689213,-0.012162495331576968,-0.009079330385126372
Vol_60,0.00047712854146915657,0.01582975546524169,0.04227927460106955,0.053870984944734336,0.04700190720635896,0.06220634673946617,-0.000399733670017759,0.035366934009659644,0.043200455951178426,0.04477373795624142,0.05663262936266717,0.040997045578942,0.030341828241220475,-0.005104743811812079,-0.007777530054372892,0.006780406814302619,-0.3282605913909,0.3265583572529879,0.784884066998574,1.0,-0.05444249893360504,0.7669292687481354,-0.025547240659432792,0.04407196274554035,-0.07701401991911766,-0.10217381584417497,0.320099932717779,0.028977594698143833,0.10847349991832009,0.03136706134574264,0.031579584686260785,0.04559052723862,0.3200969639574513,-0.00640437136949593,-0.0014080027245932235,-0.10205901225305664,-0.13904713260326637,0.026128228875467292,0.02540924885152907,0.03339239080039399,-0.008065356012573412,0.3988661318040385,0.01816047221763723,0.3293191953595009,-0.0458280118681464,-0.03839047319132065,0.13324037406991907,0.0013103202418273765,-0.016189518617461235,-0.009376797124336313,0.15943411894201023,-0.022591453140986654,-0.020735632099891797,0.026535592832466346,0.02537275478048896,-0.005104743811812079,0.784884066998574,0.00047712854146915657,-0.03706328626055783,0.03232506355205769,0.040997045578942,0.03913001962839531,0.030341828241220475,0.7669292687481354,0.041316538451743656,0.01582975546524169,-0.000817749013295726,-0.0061316634770361145,-0.010327553689745488
