,Ret_1,Ret_5,Ret_21,Ret_63,Ret_126,Ret_252,Ret21_Z,SMA20_Ratio,SMA50_Ratio,SMA200_Ratio,SMA50_200_Ratio,MACD_Ratio,MACD_Hist_Ratio,RSI,Stoch_K,BB_PctB,High252_Dist,Low252_Dist,Volatility,Vol_60,Vol_Ratio,ATR_Ratio,Volume_Ratio,Mkt_Ret_21,Mkt_Ret_63,Mkt_SMA200_Ratio,Mkt_Vol_20,Rel_Ret_21,Rel_Ret_63,nifty_return_1,nifty_return_5,nifty_return_20,nifty_volatility_20,nifty_momentum,nifty_sma_ratio,nifty_sma200_ratio,nifty_trend_direction,sector_return_1,sector_return_5,sector_return_20,sector_momentum,sector_volatility,sector_sma_ratio,india_vix,india_vix_change,india_vix_return,india_vix_volatility,usdinr_return_1,usdinr_return_5,usdinr_return_20,usdinr_volatility,stock_vs_nifty_return,stock_vs_sector_return,stock_nifty_relative_strength,stock_sector_relative_strength,daily_RSI,daily_volatility,daily_return,daily_volume_change,daily_price_vs_EMA,daily_MACD_norm,daily_MACD_signal_norm,daily_MACD_hist_norm,daily_ATR_pct,daily_EMA_fast_vs_slow,daily_momentum,daily_momentum_z,daily_trend_direction,daily_rsi_regime
SMA50_200_Ratio,0.00975373415858262,0.019910145284408914,0.11565866198067282,0.558599009233813,0.8830422125696558,0.7781743614705395,0.11323538851756343,0.06398510865892465,0.2442338105206628,0.8756009824845986,1.0,0.26472931228389635,-0.17334810549899535,0.17191096770128805,0.05217362945327192,0.05035114403202707,0.6852687690718997,0.7383588547294531,0.0031179389873519443,-0.009079423953904613,0.035446094844608256,0.011864248876968207,-0.08826982796233263,-0.012135976261733801,0.22035497985366376,0.4299468030451711,-0.06551920749857312,0.1359902814468136,0.5262346222046836,-0.009898914138181522,-0.02502111642224827,-0.014099694716436248,-0.06542902256632166,0.003766057734814238,0.048496953786137095,0.43031157833902445,0.26538480256603214,0.001480659266117689,-0.0024856428408443067,0.038545555169240145,0.052366359217465325,-0.06923983348251,0.12271765320218458,-0.06665763051626628,0.0152609174831232,0.00953956552785666,0.08791727106100371,-0.0035494604938527993,-0.009670085336918887,-0.023955949218378864,-0.29070148761179876,0.016740690874406196,0.01143365502425079,0.12935786141422104,0.09643665905521144,0.17191096770128805,0.0031179389873519443,0.00975373415858262,-0.03610532090779049,0.114562201264917,0.26472931228389635,0.33604484917874783,-0.17334810549899535,0.011864248876968207,0.5444255564255395,0.019910145284408914,0.022204397258531662,0.3168449702436576,0.15891224480327767
MACD_Ratio,0.05413417011699573,0.3027927426153451,0.8724162879493731,0.7208601745818227,0.49726130507773175,0.34935975770976485,0.8502208682642565,0.7069532539891723,0.9603573777585015,0.6380470330101075,0.26472931228389635,1.0,0.2850424420491866,0.8410190591923197,0.5024179895783767,0.6214742085805084,0.5607690672245702,0.527000065803695,0.026972821588011273,0.0435131922815793,-0.03568230169939166,-0.03771739820235211,0.10837620506099313,0.42801549438278946,0.37208834177155176,0.3137459567323514,-0.17181789044519777,0.7505859174346848,0.6234133330633677,0.03872056436317231,0.14407328589947527,0.42014311358661527,-0.17229440166537388,0.4206336156036092,0.4820553223110966,0.3138247478918974,0.2860194680203211,0.04695227397602102,0.19879262151866933,0.5378263851251592,0.5318985471640604,-0.15367509785134031,0.5990477794952871,-0.04549793698502437,0.019679856149119865,0.020769938775718328,-0.23399194311645377,-0.04593756592559802,-0.11504637022416285,-0.22892787713121493,-0.168191188080241,0.03854164938953674,0.024593104504580535,0.7385711358137946,0.5699562909115228,0.8410190591923197,0.026972821588011273,0.05413417011699573,-0.05277830409513885,0.7653862052529853,1.0,0.9482423307188632,0.2850424420491866,-0.03771739820235211,0.8683294085941654,0.3027927426153451,0.3152686125249357,0.8266572026982705,0.7507349327816305
MACD_Hist_Ratio,0.1579388252539425,0.6386418329692662,0.48635941609619493,-0.021972378454634362,-0.024881102839331603,-0.02610323415800293,0.4945807794318384,0.7889463897818035,0.3281073013720892,0.02743445440177286,-0.17334810549899535,0.2850424420491866,1.0,0.5903075825261803,0.745867418409496,0.7626974046714666,0.08367218496574855,0.041980628410339095,0.055300303739250226,0.04241415570774003,0.018266247901657626,-0.06011019864717864,0.21249732939622762,0.25543599116206867,-0.03671188234401023,0.00014055226875534183,0.02683381901244346,0.4200029585579313,-0.003800781330045102,0.08427386121474334,0.3210175049999264,0.27176810206639107,0.02688427882631995,0.24908581322077106,0.16849018642431363,-0.0005389470596426015,0.04340273854485113,0.10727367909093204,0.39376824683259026,0.33093771393254856,0.3236839493241383,0.017389688520642953,0.2031136563793229,-0.0364091819614719,-0.03383693643687299,-0.02836496225734027,-0.05585832999431013,-0.056707020528905756,-0.15547077868989978,-0.1103247439726424,0.02552370648851672,0.1258711269442302,0.09738996382749453,0.4494634023763201,0.36094572913131195,0.5903075825261803,0.055300303739250226,0.1579388252539425,0.08301584332265201,0.6800810850311321,0.2850424420491866,0.014749183010552417,1.0,-0.06011019864717864,-0.054181308114599334,0.6386418329692662,0.6371922438187568,0.31234252558270376,0.5366910595939477
RSI,0.32029910757436836,0.6614868203956262,0.862673742943715,0.5935463925710426,0.41339128991442076,0.2963978868908692,0.8844763828165647,0.9268511600458198,0.9091342607311046,0.5495091567341734,0.17191096770128805,0.8410190591923197,0.5903075825261803,1.0,0.8363948415992665,0.9129825963383251,0.5399527319981131,0.4453304968349077,-0.006564447441559625,0.003590448905952702,-0.03134194061455478,-0.11458343834748938,0.16900362748724668,0.4291702297895636,0.288520260079385,0.26221028360897003,-0.13990359063264116,0.7410363312926206,0.5244917594811892,0.15648916849812913,0.3161883156338614,0.4282838592001258,-0.14025258288714684,0.430430424208115,0.4580510348341683,0.26204189498048736,0.2577342118871228,0.1951040878782887,0.4025700408118079,0.5366478960176366,0.5418831697205923,-0.1332595610535211,0.5606016416821251,-0.08502238795060717,-0.042709262143578196,-0.04187586016038465,-0.20559478559121186,-0.06662747934760235,-0.14195077229881184,-0.19855236601139986,-0.139263435676619,0.2644131219565538,0.21106664704294245,0.7420294597672943,0.5796654362449308,1.0,-0.006564447441559625,0.32029910757436836,0.05032078559658858,0.9646840544556664,0.8410190591923197,0.6887142157056101,0.5903075825261803,-0.11458343834748938,0.6422449545450002,0.6614868203956262,0.6878461329045843,0.8437342104760553,0.8950844463261416
Stoch_K,0.4418321670625344,0.761041324235038,0.6111905066205412,0.3212875649749213,0.23341035695301518,0.17152390803107692,0.6426269091694422,0.8840915636621606,0.6157542434182949,0.3254261809326952,0.05217362945327192,0.5024179895783767,0.745867418409496,0.8363948415992665,1.0,0.9175936192851689,0.36408410777929834,0.2663651692721457,0.005575839204851855,0.0004675253298729139,0.0016213776262519563,-0.11734926481817462,0.16309761538635167,0.27983726443862106,0.11791013305441007,0.12813373487383897,-0.034701871823496266,0.546142402153375,0.3094734749650317,0.20513061068238772,0.3564704877635905,0.2862198094299448,-0.034817331496282654,0.28261981661700475,0.2818766824125201,0.12771116435191862,0.1395819224712675,0.2564509393595102,0.44264119157880355,0.36373226557459243,0.3693061278908856,-0.04113459891278351,0.3503379180610521,-0.07143240305117855,-0.08567302268196349,-0.08490121914048637,-0.09407315272383641,-0.06295493339242018,-0.1295178743383032,-0.11009577391187343,-0.07100780361868228,0.3703209428789085,0.3012559336593996,0.5599668241392157,0.4540756497365081,0.8363948415992665,0.005575839204851855,0.4418321670625344,0.11170250459266526,0.8705976299218496,0.5024179895783767,0.2970325086132233,0.745867418409496,-0.11734926481817462,0.2823493037198909,0.761041324235038,0.7830753611988529,0.6163256918270852,0.7447146465907025
BB_PctB,0.3928633762264194,0.7628557857577369,0.7387477674662779,0.37664722668856204,0.25714822305701773,0.18337231898089185,0.7636007387546273,0.9478625651593898,0.7161786189888677,0.3655155688915743,0.05035114403202707,0.6214742085805084,0.7626974046714666,0.9129825963383251,0.9175936192851689,1.0,0.3891351742516452,0.3048719121151606,0.01577497035779807,0.018022446447585213,-0.010920903379247277,-0.10737885883942556,0.20080505622847702,0.36719457617161766,0.172234861612297,0.17024657968541398,-0.07030510233289006,0.6302240420799796,0.3404688000538438,0.18812925018635449,0.36734100182662455,0.3753437842688383,-0.07046582530180798,0.36935016352895045,0.36160406653177435,0.16990044471884877,0.18266450078498317,0.23445677559822414,0.45756365772238233,0.46658078765653566,0.4696210820611158,-0.07070408030652836,0.43970417818625185,-0.07578286988972906,-0.0728162739214926,-0.07109020162603702,-0.1464773699592822,-0.0704582277892869,-0.1481908622846359,-0.15720370857311167,-0.08133261579027687,0.32524056972420984,0.26258636995746715,0.6472758230333283,0.5028436305731966,0.9129825963383251,0.01577497035779807,0.3928633762264194,0.10890698256553466,0.9336235567757203,0.6214742085805084,0.40636656970952706,0.7626974046714666,-0.10737885883942556,0.3661678516971551,0.7628557857577369,0.7917635651570478,0.6971400723209308,0.8062119088679729
High252_Dist,0.12641516460344338,0.25220795196370466,0.44752399968240725,0.622625441564188,0.717108571150708,0.6915509742254976,0.46614931033141743,0.4046880110288518,0.5669246981502072,0.8087736085209845,0.6852687690718997,0.5607690672245702,0.08367218496574855,0.5399527319981131,0.36408410777929834,0.3891351742516452,1.0,0.5246096300778285,-0.28770159837772147,-0.3470110356962738,0.00949267402567674,-0.3314538018583271,0.04367229512637941,0.14935076497241362,0.24594566131009105,0.36388728892563016,-0.23196218026415366,0.4184597850810392,0.5762696820056452,0.033285727522360795,0.07668852063190643,0.14687846084164674,-0.23202177745696367,0.1829687200972218,0.21171947717046857,0.3646609145113957,0.3032285854565097,0.05597120204582264,0.12451093821068228,0.23630408939302017,0.26368458210255025,-0.2596267832031477,0.31183666590965875,-0.21886929200494673,0.007932696406912593,0.002409395992962369,-0.10026824039894063,-0.02343311303559301,-0.046970710648939124,-0.08715517953118293,-0.26370195950913466,0.12239198334846181,0.10028063083824036,0.4114521724995747,0.32576016017863146,0.5399527319981131,-0.28770159837772147,0.12641516460344338,0.015061626367352417,0.46266711408986105,0.5607690672245702,0.5635426920709528,0.08367218496574855,-0.3314538018583271,0.6693877397282968,0.25220795196370466,0.26586520355517157,0.5985095891022919,0.49221607487622426
Low252_Dist,0.09052679841071795,0.20402233148451016,0.4080713122973406,0.631361193095276,0.7506184753278627,0.7484135876547847,0.3889045362527375,0.348843890824391,0.5273059811404033,0.8112223671294317,0.7383588547294531,0.527000065803695,0.041980628410339095,0.4453304968349077,0.2663651692721457,0.3048719121151606,0.5246096300778285,1.0,0.22348585324253292,0.28604459533328636,-0.03844030178137745,0.20379188495586953,-0.04485456327672837,0.23504140901525974,0.3574976689275547,0.4500790157469856,0.003773325675306125,0.3368755544126532,0.5288112869353586,0.06386037469940108,0.10745517877074742,0.22859748319723303,0.003689710025964454,0.21668580914745758,0.2968182692504732,0.44995520491552404,0.28276403815353457,0.07646703557366108,0.14749544235548342,0.2825364729918153,0.27380767491948815,0.025900487904327845,0.37081371060338014,0.08151177354388117,-0.01945747100854912,-0.01750642283394804,-0.004769238665951857,-0.031487403131100426,-0.07508804951876402,-0.14298415495278904,-0.27126231983358795,0.06541585843312786,0.047541111787810744,0.3288610031331488,0.24504522705609566,0.4453304968349077,0.22348585324253292,0.09052679841071795,-0.03805675296545043,0.4039579377925782,0.527000065803695,0.546205250594481,0.041980628410339095,0.20379188495586953,0.6575584608415769,0.20402233148451016,0.20225704128950667,0.512539744983945,0.4053032205032467
Volatility,0.006713384805627872,0.030965575489612627,0.04853916580075395,0.014944548073335472,0.0073430114879515585,-0.02633553349475576,0.000634478503897651,0.044765968204955875,0.030873873252443892,-0.0048487478686324754,0.0031179389873519443,0.026972821588011273,0.055300303739250226,-0.006564447441559625,0.005575839204851855,0.01577497035779807,-0.28770159837772147,0.22348585324253292,1.0,0.7894346187642878,0.5201425787968578,0.859037170976768,0.18518238920010227,-0.054068512191557186,-0.106939344384749,-0.12574858702040606,0.39282298335530347,0.10070753628936947,0.08695802726627175,0.01751712629666739,0.012221960648973556,-0.04873171388505769,0.3930525749428784,-0.10573203333114184,-0.1013750297966814,-0.12582255141091703,-0.16571526315316332,0.018991080956562236,0.02253840045358822,-0.021638334070447848,-0.06450174225839347,0.4836273465312677,-0.04735582006760508,0.34783495802864944,-0.040202891368254196,-0.030835655653054562,0.21969530619325597,0.005908892261740794,0.0015877460009432757,0.05468261165030168,0.20462652908791698,-0.0064859273744111235,-0.002461606378201485,0.1000313212852619,0.09575367411533885,-0.006564447441559625,1.0,0.006713384805627872,-0.03750946985891691,0.03795019205975987,0.026972821588011273,0.016962748876542554,0.055300303739250226,0.859037170976768,0.009618312489052563,0.030965575489612627,0.011864799955149944,-0.024405606999496527,-0.009827402042589901
Vol_60,0.004585870538773432,0.02830349976139271,0.05010644102009065,0.034820615901767556,-0.0005262777821532054,-0.025690433304096087,0.009935576764023402,0.04484627255320049,0.04972870144652306,-0.004937565911585273,-0.009079423953904613,0.0435131922815793,0.04241415570774003,0.003590448905952702,0.0004675253298729139,0.018022446447585213,-0.3470110356962738,0.28604459533328636,0.7894346187642878,1.0,-0.04900964301687815,0.7609902381974233,-0.015245396405330822,0.05752589831320189,-0.08617012315599407,-0.1305751333621924,0.35525310426574624,0.03549459664840549,0.09614889662202374,0.034679459865931454,0.04278430115876111,0.05748194171020338,0.35519289912878305,-0.006690079523273761,0.005675897719743737,-0.13049585835029975,-0.16190339104995685,0.026617420553633187,0.0453733261319035,0.05287308320715943,0.010112294833418066,0.4109288566468048,0.03587247594189928,0.3732484260307165,-0.043470804658301956,-0.03243446346807129,0.12296650249705914,-0.0036768084446505956,-0.019450428656787318,-0.010182104683972073,0.20044730883065176,-0.019725108548227722,-0.014517986806022318,0.033612239514393155,0.02445100439839423,0.003590448905952702,0.7894346187642878,0.004585870538773432,-0.03458147792508395,0.043101771375697255,0.0435131922815793,0.037189777517393725,0.04241415570774003,0.7609902381974233,0.02508835149560282,0.02830349976139271,0.011337966800570287,-0.007919071169764239,-0.00033707447388393874
